window	pair	scaffold	mode	condition	seed	object	quality	clean_non_object	any_label_violation	object_echo	prompt_echo	target_non_object_matches	target_label_matches	competitor_synonym_matches	prompt	generated_suffix
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	127	tractor	other	False	False	True	False				Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	...  Tractor is best described as a heavy, mechanically powered
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	127	rocket	mixed_synonym	False	False	False	False	machine		machine	Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a: A. machine B. structure C. part D
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	127	canoe	clean_synonym	True	False	True	False	boat			Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	 a narrow boat. Canoe is a narrow boat designed for
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	127	ferry	other	False	False	True	False				Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	:  Ferry is best described as a method of crossing a
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	127	jeep	other	False	False	True	False				Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a...   Jeep is best described as a rugged,
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	127	ambulance	mixed_synonym	False	False	False	False	transport		designed to	Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a mobile medical unit designed to provide emergency medical care and transport
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	127	cart	wrong_synonym	False	False	False	False			device	Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a simple device that is pushed or pulled, typically with wheels
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	127	sled	other	False	False	False	False				Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	...  A. A flat, narrow, two-wheeled
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	127	wagon	clean_synonym	True	False	False	False	transportation			Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a type of... a. transportation. b. structure.
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	131	tram	generic_only	False	False	False	False				Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	 a kind of...?   Okay, let's see.
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	131	subway	other	False	False	False	False				Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	 a system of tunnels. That's a good start. Can
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	131	helicopter	clean_synonym	True	False	False	False	aircraft			Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a type of aircraft that uses a rotating blade to generate lift
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	131	tractor	mixed_synonym	False	False	False	False	machine		machine	Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	 a machine used for pulling or pushing heavy objects. But that
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	131	rocket	other	False	False	False	False				Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a high speed, high altitude, high speed, high velocity
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	131	canoe	clean_synonym	True	False	True	False	boat			Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	: Canoe is best described as a narrow, open boat
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	131	ferry	synonym_with_label_violation	False	True	False	False	transport	vehicles		Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	: a means of transport that carries people and vehicles across a
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	131	jeep	generic_only	False	False	False	False				Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a type of four-wheeled... What could be another
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	131	ambulance	mixed_synonym	False	False	False	False	transport		designed to	Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a mobile medical facility that is designed to transport and provide emergency
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	131	cart	mixed_synonym	False	False	False	False	transport		used to	Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a flat, wheeled platform used to transport goods or people
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	131	sled	generic_only	False	False	True	False				Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	...?   Sled is best described as a type of
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	131	wagon	other	False	False	False	False				Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a flat-bottomed, wheeled structure used for transporting goods
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	137	tram	synonym_with_label_violation	False	True	False	False	train	vehicles		Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	: A. A large, slow-moving train of vehicles that
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	137	subway	other	False	False	False	False				Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	 a system of tracks, stations, and trains that connect different
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	137	helicopter	clean_synonym	True	False	False	False	aircraft			Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a type of aircraft that is capable of taking off and landing
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	137	tractor	mixed_synonym	False	False	False	False	machine		machine,used to	Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	 a heavy, powerful machine that is used to pull or push
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	137	rocket	clean_synonym	True	False	False	False	carry			Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a structure built to launch and carry objects into space. It
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	137	canoe	other	False	False	True	False				Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	 a... Canoe is best described as a... Canoe
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	137	ferry	clean_synonym	True	False	False	False	boat			Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	 a wooden boat. But that's not true because ferries
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	137	jeep	generic_only	False	False	False	False				Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a type of (a) _______ that is designed for
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	137	ambulance	other	False	False	False	False				Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a specialized service or a mobile medical unit that provides emergency medical
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	137	cart	label_violation	False	True	False	False		vehicle		Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a two-wheeled vehicle used for transporting goods. 
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	137	sled	mixed_synonym	False	False	False	False	carry		used to	Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	...   A. A large wooden block used to carry heavy
10-12-14	vehicle_tool	forbidden_definition	temperature	random_full	137	wagon	generic_only	False	False	False	False				Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a type of ___.  Okay, let's see. The
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	101	tram	clean_synonym	True	False	True	False	transportation			Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	...  Tram is best described as a type of public transportation
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	101	subway	clean_synonym	True	False	False	False	transportation			Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	 a system of transportation that connects different parts of a city.
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	101	helicopter	other	False	False	True	True				Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	... - Brainly.com Define helicopter without using these words
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	101	tractor	mixed_synonym	False	False	False	False	machine		machine,used to	Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	 a large, heavy machine used to pull or push heavy objects
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	101	rocket	clean_synonym	True	False	False	False	propelled			Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a __.  - an object that is propelled by eject
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	101	canoe	other	False	False	True	False				Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	...  Canoe is best described as a narrow, hollow water
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	101	ferry	other	False	False	True	False				Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	...  Ferry is best described as a method of crossing a
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	101	jeep	generic_only	False	False	True	False				Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a type of what?  Jeep is best described as a
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	101	ambulance	other	False	False	False	False				Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	: a medical service that provides emergency care to people who are
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	101	cart	other	False	False	False	False				Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a flat, wheeled platform used for transporting goods or people
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	101	sled	generic_only	False	False	False	False				Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	 a type of... (blank) that is used in the
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	101	wagon	generic_only	False	False	False	False				Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a type of...  Okay, so I need to define "
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	103	tram	generic_only	False	False	True	False				Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	 a type of what? Tram is best described as a
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	103	subway	other	False	False	True	False				Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	 a...  Subway is best described as a system of underground
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	103	helicopter	clean_synonym	True	False	False	False	aircraft			Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a type of aircraft that uses a rotor system to generate lift
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	103	tractor	mixed_synonym	False	False	True	False	machine		machine	Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	... Tractor is a type of machine that is used for
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	103	rocket	label_violation	False	True	False	False		vehicle		Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	...  A. A type of vehicle that travels through space.  
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	103	canoe	other	False	False	True	False				Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	 a... Canoe is best described as a... Canoe
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	103	ferry	clean_synonym	True	False	False	False	transportation			Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	 a transportation method that uses water as its primary medium, moving
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	103	jeep	generic_only	False	False	True	False				Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a type of what?  Jeep is best described as a
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	103	ambulance	other	False	False	False	False				Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a mobile medical facility that provides critical care and emergency services to
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	103	cart	other	False	False	False	False				Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a flat, wooden frame with wheels that is used for transporting
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	103	sled	clean_synonym	True	False	False	False	transport			Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	 a. A means of transport for carrying goods. B.
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	103	wagon	generic_only	False	False	False	False				Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a type of __________.  Alright, let's tackle this
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	107	tram	generic_only	False	False	False	False				Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	 a type of elevated railway system that operates on a network of
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	107	subway	other	False	False	False	False				Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	 a system of tunnels and tracks that connect different parts of a
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	107	helicopter	clean_synonym	True	False	False	False	aircraft			Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a type of aircraft that uses rotating blades to generate lift and
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	107	tractor	other	False	False	True	False				Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	 a heavily modified...?  Tractor is best described as a
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	107	rocket	mixed_synonym	False	False	False	False	machine,carry		machine	Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a...   A. machine that can fly and carry people
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	107	canoe	clean_synonym	True	False	False	False	boat			Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	 a narrow, flat boat used for navigating waterways. So
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	107	ferry	clean_synonym	True	False	True	False	transport			Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	 a means of transport that... A ferry is a means of
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	107	jeep	clean_synonym	True	False	True	False	car			Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	:  Jeep is a type of four-wheel drive car designed
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	107	ambulance	other	False	False	False	False				Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a mobile medical facility that provides emergency medical care. It's
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	107	cart	other	False	False	False	False				Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a ___________ that is typically pulled by a person or
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	107	sled	other	False	False	False	False				Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	 a __________ that allows a person to ride it over snow
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	107	wagon	clean_synonym	True	False	False	False	transport			Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a type of...  A. land transport B. movable
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	109	tram	other	False	False	False	False				Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	 a _________. A. large, multi-wheeled
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	109	subway	other	False	False	True	False				Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	...   Subway is best described as a system of underground
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	109	helicopter	clean_synonym	True	False	False	False	aircraft			Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a type of aircraft that can take off and land vertically.
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	109	tractor	wrong_synonym	False	False	False	False			used to	Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	 a type of machinery that is used to pull or push heavy
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	109	rocket	clean_synonym	True	False	False	False	move through			Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a structured system that relies on internal propulsion to move through space
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	109	canoe	other	False	False	True	False				Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	 a...? Canoe is best described as a long,
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	109	ferry	other	False	False	True	False				Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	 a...?   Ferry is best described as a method
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	109	jeep	generic_only	False	False	False	False				Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a type of ______. Let's see, I need to
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	109	ambulance	other	False	False	False	False				Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a mobile medical facility used for transporting patients to and from healthcare
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	109	cart	mixed_synonym	False	False	False	False	carry		designed to	Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 | a piece of furniture with wheels designed to carry things.
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	109	sled	other	False	False	False	False				Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	: A. a toy for children. B. a way
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	109	wagon	generic_only	False	False	False	False				Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a type of what, with what purpose?  Okay, so
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	113	tram	generic_only	False	False	True	False				Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	 a type of... Tram is best described as a type
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	113	subway	clean_synonym	True	False	False	False	travel			Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	 a system of _________________________ that allows people to travel quickly
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	113	helicopter	generic_only	False	False	False	False				Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a type of rotorcraft that uses rotating blades to generate lift
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	113	tractor	wrong_synonym	False	False	False	False			device,used to	Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	 a mechanical device used to pull or push heavy loads, often
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	113	rocket	mixed_synonym	False	False	False	False	machine		machine	Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a A. machine that uses the reaction of propulsion to
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	113	canoe	clean_synonym	True	False	False	False	transport			Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	 which of these? 1. A means of transport.
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	113	ferry	clean_synonym	True	False	False	False	transport			Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	 a means of transport that allows people and goods to move between
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	113	jeep	clean_synonym	True	False	False	False	car			Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a rugged, four-wheel drive car. It's meant for
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	113	ambulance	clean_synonym	True	False	False	False	transport			Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a medical transport service that provides emergency care to patients who require
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	113	cart	other	False	False	False	False				Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a flat, wheeled platform used for transporting goods or people
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	113	sled	generic_only	False	False	False	False				Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	 a low, narrow, slippery object that is used for moving
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	113	wagon	generic_only	False	False	True	False				Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a type of...? Also, a wagon is a type
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	127	tram	label_violation	False	True	False	False		vehicle		Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	 a vehicle for carrying people, but I must not use the
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	127	subway	other	False	False	False	False				Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	 a system of tunnels, tracks, and platforms that connect different
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	127	helicopter	mixed_synonym	False	False	False	False	machine		machine	Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a machine with blades that rotate around a central axis, allowing
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	127	tractor	other	False	False	True	True				Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	:  Okay, so I need to define a tractor without using
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	127	rocket	mixed_synonym	False	False	False	False	machine		machine	Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a  A) machine that converts energy into motion that prop
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	127	canoe	clean_synonym	True	False	False	False	boat			Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	 a narrow, hollowed-out boat used for paddling on
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	127	ferry	other	False	False	True	False				Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	:  Ferry is best described as a method of crossing a
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	127	jeep	label_violation	False	True	False	False		vehicle		Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a four-wheeled, rugged, off-road vehicle that
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	127	ambulance	wrong_synonym	False	False	False	False			designed to	Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a mobile medical unit designed to provide emergency medical care to patients
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	127	cart	mixed_synonym	False	False	False	False	carry		device,designed to	Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a simple wheeled device designed to carry goods or people from
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	127	sled	synonym_with_label_violation	False	True	False	False	transportation	vehicle		Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	: A) a type of vehicle used for transportation, B
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	127	wagon	clean_synonym	True	False	False	False	transportation			Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a type of... A. transportation B. furniture C.
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	131	tram	other	False	False	True	False				Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	 a __________.  Tram is best described as a __
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	131	subway	other	False	False	False	False				Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	 a system of tunnels, elevated tracks, and underground passages.
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	131	helicopter	clean_synonym	True	False	False	False	aircraft			Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a type of aircraft that uses a rotating blade to generate lift
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	131	tractor	mixed_synonym	False	False	False	False	machine		machine	Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	 a machine used for pulling or pushing heavy objects, often in
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	131	rocket	generic_only	False	False	False	False				Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a  in space. What is the object that is named
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	131	canoe	clean_synonym	True	False	True	False	boat			Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	? Canoe is best described as a narrow boat, typically
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	131	ferry	other	False	False	True	False				Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	...  Ferry is best described as a service that transports people
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	131	jeep	label_violation	False	True	False	False		vehicle		Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a type of four-wheeled, off-road vehicle.  
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	131	ambulance	mixed_synonym	False	False	False	False	transport		designed to	Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a mobile medical facility that is designed to transport patients to hospitals
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	131	cart	mixed_synonym	False	False	False	False	transport		used to	Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a flat, wheeled platform used to transport goods or people
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	131	sled	other	False	False	True	False				Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	 a |.   Sled is best described as a **
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	131	wagon	other	False	False	True	False				Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a... (Answer in one sentence.)  Wagon is best
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	137	tram	clean_synonym	True	False	False	False	transport			Define tram without using these words: vehicle, vehicles, tool, tools. Tram is best described as	: A. A public transport system that uses tracks for movement
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	137	subway	other	False	False	True	False				Define subway without using these words: vehicle, vehicles, tool, tools. Subway is best described as	 a system of what? Let's think. A subway is
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	137	helicopter	clean_synonym	True	False	False	False	aircraft			Define helicopter without using these words: vehicle, vehicles, tool, tools. Helicopter is best described as	 a type of aircraft that is powered by a ______ and can
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	137	tractor	wrong_synonym	False	False	False	False			device,used to	Define tractor without using these words: vehicle, vehicles, tool, tools. Tractor is best described as	 a heavy, mechanical device that is used to pull or push
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	137	rocket	other	False	False	False	False				Define rocket without using these words: vehicle, vehicles, tool, tools. Rocket is best described as	 a: ??  Okay, so I need to define a
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	137	canoe	other	False	False	True	False				Define canoe without using these words: vehicle, vehicles, tool, tools. Canoe is best described as	 a... Canoe is a... Canoe is a...
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	137	ferry	other	False	False	True	False				Define ferry without using these words: vehicle, vehicles, tool, tools. Ferry is best described as	 a ..   Ferry is best described as a means of
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	137	jeep	generic_only	False	False	True	False				Define jeep without using these words: vehicle, vehicles, tool, tools. Jeep is best described as	 a type of a what?  Jeep is best described as
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	137	ambulance	mixed_synonym	False	False	False	False	transport		designed to	Define ambulance without using these words: vehicle, vehicles, tool, tools. Ambulance is best described as	 a specialized mobile medical unit designed to transport patients to medical facilities
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	137	cart	other	False	False	False	False				Define cart without using these words: vehicle, vehicles, tool, tools. Cart is best described as	 a movable frame with wheels, typically used for carrying goods or
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	137	sled	generic_only	False	False	False	False				Define sled without using these words: vehicle, vehicles, tool, tools. Sled is best described as	... A. A type of... B. A... C
10-12-14	vehicle_tool	forbidden_definition	temperature	random_perp	137	wagon	generic_only	False	False	False	False				Define wagon without using these words: vehicle, vehicles, tool, tools. Wagon is best described as	 a type of  Okay, so I need to define "
10-12-14	vehicle_tool	forbidden_sentence_completion	top_p	baseline	101	tram	clean_synonym	True	False	False	False	transportation			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A tram is commonly used as	 a means of transportation in urban areas, but it's not
10-12-14	vehicle_tool	forbidden_sentence_completion	top_p	baseline	101	subway	clean_synonym	True	False	True	False	transport			Complete the sentence without using these words: vehicle, vehicles, tool, tools. A subway is commonly used as	 a means of transport in cities. Answer: A subway is
